Key,Frequency 1,Frequency 2,Phase Shift 1,Phase Shift 2
6,1477,770,5.554335811546754,1.4451326206513049
*,1209,941,1.3948671381938682,3.2735395450405647
*,1209,941,1.1184069846779665,3.0630528372500483
6,1477,770,1.0084512418023237,4.266282823574939
9,1477,852,2.4096015653033716,5.114512840044184
6,1477,770,5.664291554422397,2.315353785695678
0,1336,941,2.522698900832604,3.355220954033899
9,1477,852,3.9489819655623704,5.771105704644451
9,1477,852,5.3689818449849565,0.7759733854366789
9,1477,852,4.514468643208533,5.494645551128548
*,1209,941,1.932079481957723,0.5057964172279568
8,1336,852,4.200309377849553,5.095663284122645
0,1336,941,2.233672376702343,3.556282883863646
#,1477,941,1.8880971848074657,3.854734185954676
2,1336,697,1.0995574287564276,0.7445574589007811
#,1477,941,1.7467255153959251,2.4441590844928593
1,1209,697,1.900663555421825,0.41154863762026295
6,1477,770,4.011813818634166,5.77738888995163
2,1336,697,4.85690224244982,4.574158903626739
3,1477,697,4.8977429469464875,6.151238415728815
1,1209,697,2.616946680440298,0.7037167544041137
*,1209,941,3.163583802164922,4.175176636620836
0,1336,941,2.0765927440228533,0.1413716694115407
6,1477,770,1.8032741831605414,4.281990786842888
#,1477,941,5.585751738082653,2.8054422396556853
6,1477,770,2.7457519792374794,2.2902210444669593
7,1209,852,5.274734065377263,2.839999758845173
9,1477,852,0.29530970943744056,4.065220893745193
5,1336,770,3.2264156552367176,4.687256239155972
7,1209,852,2.064026373408494,5.789955260565989
4,1209,770,4.25371645296058,1.5613715488341273
5,1336,770,5.2213269902662365,1.0555751316061706
9,1477,852,1.82526533173567,5.3752650302921365
1,1209,697,5.5669021821611135,2.8776988706882505
*,1209,941,1.7247343668207966,4.209734155810323
2,1336,697,0.11623892818282235,0.17278759594743864
0,1336,941,1.8503980729643883,1.8912387774610555
9,1477,852,6.044424265506763,2.340486526924396
4,1209,770,0.16650441064025903,2.4347343065320897
4,1209,770,4.863185427757,3.9144244463728826
*,1209,941,1.9257962966505433,0.8293804605477054
5,1336,770,6.041282672853172,6.07584019204266
0,1336,941,3.04420328132851,1.5016812884159212
0,1336,941,3.2766811376941543,1.1278317626387357
6,1477,770,1.3508848410436112,1.6776104770169495
6,1477,770,1.5645131414877171,3.663097034085699
0,1336,941,0.2984513020910304,1.0053096491487339
3,1477,697,4.5364597917836615,0.19792033717615698
9,1477,852,3.873583741876215,3.282964323001334
#,1477,941,5.350132289063418,0.11938052083641215
0,1336,941,5.811946409141117,0.4209734155810323
7,1209,852,3.4557519189487724,5.529203070318037
2,1336,697,1.4168582867689967,5.8842030401736825
3,1477,697,5.252742916802134,6.08526497000343
2,1336,697,0.0471238898038469,3.1541590242041524
9,1477,852,4.649557127312894,4.288273972150068
2,1336,697,1.567654734141307,1.8001325905069516
4,1209,770,4.652698719966484,1.718451181513617
5,1336,770,3.1855749507400506,3.7919023328828807
1,1209,697,6.261194158604458,1.2974777659325847
1,1209,697,5.032831431050849,0.8545132017764238
1,1209,697,3.8076102961508296,0.14765485471872028
0,1336,941,4.10920319089545,6.273760529218817
0,1336,941,5.378406622945726,5.991017190395736
9,1477,852,1.6964600329384885,4.10292000558827
9,1477,852,3.8515925933010866,3.5782740324387747
3,1477,697,2.265088303238241,4.2725660088821185
4,1209,770,1.6336281798666925,2.569822790636451
0,1336,941,1.6273449945595129,0.2293362637120549
6,1477,770,2.5038493449110653,3.766769591654162
1,1209,697,1.0053096491487339,1.0241592050702726
2,1336,697,1.7592918860102842,0.6283185307179586
6,1477,770,4.969999577979053,2.3750440461138838
3,1477,697,1.049291946298991,0.5937610115284709
4,1209,770,2.6577873849369653,1.718451181513617
9,1477,852,5.8025216311803485,5.31871636252752
6,1477,770,4.385663344411351,2.5415484567541426
9,1477,852,1.806415775814131,5.189911063730339
7,1209,852,4.574158903626739,2.2713714885454204
3,1477,697,2.7394687939302997,3.4557519189487724
7,1209,852,5.001415504514951,5.815088001794708
5,1336,770,5.048539394318798,0.10995574287564276
2,1336,697,3.7604864063469825,0.053407075111026485
#,1477,941,1.7844246272390025,2.673495348204914
9,1477,852,0.7099999397112933,2.8714156853810713
6,1477,770,6.24234460268292,3.2107076919687687
*,1209,941,3.9489819655623704,3.1730085801256913
0,1336,941,1.441991027997715,4.929158873482386
4,1209,770,0.39584067435231396,5.133362395965722
9,1477,852,6.254910973297278,5.114512840044184
5,1336,770,0.053407075111026485,3.1258846903218442
8,1336,852,4.473627938711866,2.566681197982861
7,1209,852,0.08482300164692443,3.509158994059799
8,1336,852,3.917566039026472,0.0973893722612836
#,1477,941,0.5183627878423159,2.58238916125081
7,1209,852,2.1048670779051615,4.5584509403587905
9,1477,852,3.923849224333652,0.6283185307179586
6,1477,770,5.783672075258809,4.702964202423921
*,1209,941,3.845309407993907,4.913450910214436
7,1209,852,0.6942919764433443,5.453804846631881
6,1477,770,2.6577873849369653,4.143760710084937
1,1209,697,6.185795934918303,5.161636729848031
1,1209,697,2.5603980126756816,5.676857925036757
7,1209,852,0.25761059759436306,0.3738495257771854
9,1477,852,1.4231414720761764,5.758539334030091
0,1336,941,1.5865042900628457,2.3938936020354227
6,1477,770,4.646415534659305,1.1592476891746337
1,1209,697,4.307123528071607,4.442212012175967
0,1336,941,4.6841146465023815,3.9112828537192925
1,1209,697,4.209734155810323,5.793096853219579
4,1209,770,3.829601444725958,5.758539334030091
3,1477,697,3.7290704798110847,6.097831340617788
8,1336,852,4.143760710084937,0.9456193887305278
#,1477,941,3.603406773667493,5.381548215599316
4,1209,770,5.491503958474959,1.7592918860102842
4,1209,770,3.452610326295183,5.563760589507524
8,1336,852,3.920707631680062,5.742831370762143
*,1209,941,4.8600438351034105,6.025574709585223
8,1336,852,1.0304423903774522,1.291194580625405
2,1336,697,1.4922565104551517,0.2701769682087222
3,1477,697,0.45553093477052004,2.1676989309769574
1,1209,697,5.8245127797554765,3.355220954033899
1,1209,697,0.12566370614359174,3.8673005565690355
2,1336,697,1.0398671683382217,4.297698750110837
3,1477,697,4.357389010529043,1.7561502933566944
5,1336,770,5.158495137194441,5.92504374467035
6,1477,770,0.3204424506661589,1.9069467407290046
8,1336,852,0.8230972752405259,4.0809288570131415
4,1209,770,5.585751738082653,4.850619057142641
8,1336,852,6.179512749611123,0.4241150082346221
3,1477,697,1.9383626672649024,4.121769561509809
0,1336,941,4.7092473877311,5.679999517690346
4,1209,770,1.5927874753700253,1.611637031291564
6,1477,770,6.176371156957534,5.648583591154448
*,1209,941,1.2566370614359172,5.548052626239575
0,1336,941,2.5918139392115793,4.385663344411351
*,1209,941,0.5152211951887261,1.6053538459843844
7,1209,852,1.3948671381938682,2.3781856387674734
9,1477,852,1.6964600329384885,5.513495107050087
#,1477,941,5.215043804959057,5.661149961768808
4,1209,770,1.1655308744818134,1.7058848108992577
4,1209,770,0.1916371518689774,1.6713272917097701
2,1336,697,1.3948671381938682,3.741636850425444
1,1209,697,2.6986280894336323,0.35814156250923646
*,1209,941,5.730265000147783,2.931105945799277
1,1209,697,5.93132692997753,3.242123618504667
0,1336,941,5.516636699703677,5.771105704644451
2,1336,697,3.2138492846223587,5.673716332383167
8,1336,852,0.5434955290710343,4.511327050554943
1,1209,697,3.7636279990005725,5.877919854866503
2,1336,697,1.9792033717615698,3.389778473223387
1,1209,697,6.261194158604458,3.433760770373644
8,1336,852,0.16650441064025903,1.913229926036184
5,1336,770,2.6923449041264527,3.6568138487785196
#,1477,941,5.281017250684442,1.9195131113433637
5,1336,770,3.8044687034972395,4.687256239155972
1,1209,697,0.1382300767579509,5.208760619651877
7,1209,852,5.830795965062657,1.580221104755666
#,1477,941,0.11623892818282235,2.265088303238241
4,1209,770,2.3467697122315756,3.663097034085699
6,1477,770,2.3310617489636267,6.135530452460866
2,1336,697,0.2261946710584651,4.005530633326987
4,1209,770,3.5939819957067236,0.6251769380643689
6,1477,770,0.02827433388230814,3.176150172779281
8,1336,852,3.666238626739289,5.441238476017522
7,1209,852,6.0381410801995825,3.132167875629024
8,1336,852,4.2788491941892985,5.570043774814703
6,1477,770,4.614999608123406,4.759512870188537
8,1336,852,5.359557067024188,3.741636850425444
9,1477,852,4.957433207364693,2.6043803098259386
1,1209,697,4.627565978737765,4.740663314266998
#,1477,941,0.012566370614359173,0.04084070449666731
6,1477,770,0.059690260418206076,0.4209734155810323
3,1477,697,4.373096973796993,5.903052596095222
5,1336,770,5.120796025351363,4.614999608123406
5,1336,770,2.2682298958918308,6.116680896539328
1,1209,697,5.1553535445408505,3.9395571876016007
7,1209,852,5.881061447520093,5.098804876776234
6,1477,770,6.261194158604458,3.389778473223387
1,1209,697,3.5028758087526195,2.3750440461138838
9,1477,852,4.10292000558827,3.33951299076595
7,1209,852,2.8462829441523527,3.4746014748703113
9,1477,852,2.1362830044410592,1.1026990214100174
4,1209,770,0.3769911184307752,0.5183627878423159
3,1477,697,0.7948229413582177,2.1834068942449063
*,1209,941,1.033583983031042,1.8001325905069516
2,1336,697,5.054822579625977,0.25132741228718347
6,1477,770,3.703937738582366,4.932300466135976
1,1209,697,6.264335751258048,0.9173450548482196
5,1336,770,3.000220984178253,5.268450880070083
5,1336,770,5.403539364174445,0.5497787143782138
4,1209,770,0.24818581963359368,3.606548366321083
7,1209,852,1.2252211349000195,1.8409732950036188
0,1336,941,1.2440706908215582,2.8714156853810713
#,1477,941,4.539601384437251,3.2546899891190257
4,1209,770,3.766769591654162,5.444380068671112
2,1336,697,0.9487609813841176,5.026548245743669
4,1209,770,2.645221014322606,3.4431855483344136
7,1209,852,2.415884750610551,0.17907078125461823
0,1336,941,0.4618141200776996,3.3992032511841566
5,1336,770,5.0516809869723875,5.3689818449849565
*,1209,941,4.834911093874692,4.599291644855457
6,1477,770,1.4514158059584845,5.211902212305467
8,1336,852,0.2858849314766712,4.329114676646735
#,1477,941,0.8419468311620646,0.6314601233715484
*,1209,941,4.633849164044945,5.2653092874164935
7,1209,852,1.4702653618800232,5.676857925036757
4,1209,770,4.1688934513136555,0.5937610115284709
8,1336,852,4.787787204070845,5.482079180514189
2,1336,697,5.136503988619312,5.16477832250162
#,1477,941,2.9405307237600464,2.3467697122315756
4,1209,770,4.25999963826776,0.4241150082346221
9,1477,852,1.8095573684677209,4.841194279181871
5,1336,770,4.731238536306229,2.937389131106457
2,1336,697,6.031857894892403,2.4535838624536286
6,1477,770,1.963495408493621,2.7174776453551712
*,1209,941,3.355220954033899,4.731238536306229
0,1336,941,2.3279201563100367,5.855928706291374
4,1209,770,5.654866776461628,5.01084028247572
7,1209,852,3.3960616585305665,1.749867108049515
1,1209,697,3.009645762139022,5.560618996853934
5,1336,770,3.703937738582366,2.679778533512094
9,1477,852,4.09663682028109,4.973141170632643
6,1477,770,0.9519025740377074,5.673716332383167
1,1209,697,4.241150082346221,6.273760529218817
8,1336,852,3.908141261065703,2.6923449041264527
0,1336,941,3.9489819655623704,5.324999547834699
1,1209,697,1.2095131716320704,4.671548275888022
7,1209,852,6.1041145259249685,2.8462829441523527
1,1209,697,1.4199998794225865,4.049512930477244
6,1477,770,2.145707782401829,2.173982116284137
8,1336,852,1.473406954533613,0.7602654221687299
6,1477,770,5.441238476017522,5.416105734788804
#,1477,941,0.5340707511102648,5.233893360880596
6,1477,770,2.0263272615654166,3.515442179366979
4,1209,770,2.1519909677090086,3.4840262528310806
#,1477,941,4.593008459548278,0.6880087911361648
#,1477,941,3.088185578478767,4.624424386084176
0,1336,941,0.7037167544041137,2.1928316722056755
4,1209,770,0.7508406442079606,2.0074777056438777
4,1209,770,5.965884449167017,2.5164157155254245
0,1336,941,3.1541590242041524,3.8358846300331377
7,1209,852,5.896769410788042,4.159468673352887
5,1336,770,3.5625660691708254,4.577300496280329
3,1477,697,2.243097154663112,3.9112828537192925
8,1336,852,4.354247417875453,2.158274153016188
6,1477,770,0.7979645340118074,0.26389378290154264
6,1477,770,4.3448226399146845,2.321636971002857
1,1209,697,1.3257520998148928,0.006283185307179587
0,1336,941,3.612831551628262,2.3656192681531145
4,1209,770,5.764822519337271,0.5906194188748811
*,1209,941,2.7457519792374794,5.406680956828034
8,1336,852,5.548052626239575,3.282964323001334
5,1336,770,3.8515925933010866,5.233893360880596
5,1336,770,0.29530970943744056,0.4303981935418017
3,1477,697,3.1384510609362035,4.527035013822892
7,1209,852,0.35185837720205687,2.1834068942449063
1,1209,697,0.7791149780902688,2.6043803098259386
4,1209,770,3.19499972870082,4.929158873482386
7,1209,852,3.207566099315179,3.713362516543136
3,1477,697,0.2607521902479528,1.5833626974092558
5,1336,770,0.9990264638415542,6.1041145259249685
3,1477,697,0.9456193887305278,0.021991148575128554
4,1209,770,2.9059732045705586,2.8054422396556853
9,1477,852,0.025132741228718346,0.3298672286269283
2,1336,697,5.186769471076749,4.643273942005714
6,1477,770,2.1834068942449063,1.9697785938008003
8,1336,852,6.050707450813942,5.937610115284709
1,1209,697,0.08482300164692443,1.0838494654884787
6,1477,770,4.2725660088821185,0.2419026343264141
2,1336,697,2.538406864100553,1.4922565104551517
*,1209,941,3.0504864666356895,5.3689818449849565
6,1477,770,3.6191147369354417,6.192079120225483
0,1336,941,3.7322120724646743,3.1038935417467157
6,1477,770,4.074645671705962,5.953318078552658
1,1209,697,1.51738925168387,0.6503096792930873
9,1477,852,3.028495318060561,0.8388052385084748
6,1477,770,3.9584067435231396,4.033804967209295
4,1209,770,5.538627848278805,4.203450970503144
2,1336,697,0.9550441666912972,1.5456635855661782
4,1209,770,0.9047786842338604,0.6408849013323178
8,1336,852,6.028716302238814,5.8245127797554765
2,1336,697,0.059690260418206076,5.186769471076749
7,1209,852,5.689424295651116,1.749867108049515
2,1336,697,5.984734005088557,5.114512840044184
1,1209,697,0.9173450548482196,4.586725274241099
2,1336,697,5.903052596095222,0.10995574287564276
0,1336,941,3.282964323001334,0.015707963267948967
7,1209,852,5.057964172279568,0.6346017160251383
9,1477,852,3.0661944299036383,4.545884569744431
5,1336,770,5.262167694762904,0.8607963870836034
6,1477,770,4.008672225980576,0.3769911184307752
8,1336,852,3.4746014748703113,6.261194158604458
3,1477,697,4.429645641561609,5.139645581272902
4,1209,770,6.267477343911637,1.8126989611213107
5,1336,770,1.017876019763093,2.0106192982974678
#,1477,941,5.259026102109314,2.368760860806704
6,1477,770,5.689424295651116,1.4922565104551517
*,1209,941,4.3385394546075045,3.3238050274980013
4,1209,770,3.176150172779281,0.8325220532012952
7,1209,852,1.0932742434492482,1.7215927741672068
8,1336,852,3.7165041091967255,0.7288494956328321
3,1477,697,2.4253095285713204,6.192079120225483
1,1209,697,5.818229594448297,3.5625660691708254
4,1209,770,2.566681197982861,0.2419026343264141
6,1477,770,0.2858849314766712,4.143760710084937
2,1336,697,0.15079644737231007,2.0263272615654166
9,1477,852,2.88712364864902,2.321636971002857
0,1336,941,3.3520793613803095,5.714557036879834
#,1477,941,5.714557036879834,4.951150022057514
9,1477,852,4.300840342764427,3.3803536952626176
7,1209,852,3.568849254478005,0.4838052686528282
6,1477,770,4.225442119078272,1.611637031291564
0,1336,941,1.259778654089507,0.06911503837897545
3,1477,697,1.6681856990561803,2.3907520093818326
2,1336,697,3.19185813604723,0.15707963267948966
6,1477,770,5.877919854866503,5.733406592801373
2,1336,697,3.5028758087526195,5.431813698056753
6,1477,770,1.4985396957623314,3.267256359733385
5,1336,770,5.494645551128548,3.135309468282614
#,1477,941,0.16650441064025903,4.583583681587508
4,1209,770,5.636017220540089,0.2921681167838508
*,1209,941,3.4840262528310806,0.8607963870836034
#,1477,941,5.570043774814703,0.7445574589007811
4,1209,770,6.129247267153687,1.5896458827164355
*,1209,941,2.937389131106457,0.0031415926535897933
1,1209,697,0.06911503837897545,2.5792475685972205
*,1209,941,0.5309291584566751,0.1445132620651305
*,1209,941,1.0273007977238624,3.3332298054587706
0,1336,941,1.5739379194484864,3.2766811376941543
7,1209,852,0.8073893119725769,0.8419468311620646
0,1336,941,2.4410174918392693,5.180486285769569
2,1336,697,3.571990847131595,0.9550441666912972
1,1209,697,3.9426987802551907,3.0756192078644076
*,1209,941,1.2377875055143785,1.0241592050702726
1,1209,697,3.8358846300331377,5.47579599520701
5,1336,770,1.9886281497223393,3.6253979222426214
2,1336,697,4.461061568097507,0.49323004661359754
*,1209,941,4.134335932124168,0.7728317927830891
5,1336,770,4.957433207364693,1.884955592153876
1,1209,697,5.240176546187775,4.671548275888022
8,1336,852,0.4586725274241098,5.93446852263112
5,1336,770,6.141813637768046,0.9079202768874503
9,1477,852,0.4586725274241098,3.0504864666356895
7,1209,852,6.132388859807277,2.5855307539043997
6,1477,770,0.7162831250184729,4.605574830162637
3,1477,697,3.179291765432871,1.655619328441821
*,1209,941,0.26389378290154264,1.778141441931823
8,1336,852,4.71867216569187,5.086238506161876
1,1209,697,4.674689868541613,2.12685822648029
6,1477,770,1.3948671381938682,0.2701769682087222
3,1477,697,2.1205750411731104,6.122964081846507
*,1209,941,2.6106634951331182,0.35814156250923646
#,1477,941,3.5625660691708254,1.278628210011046
9,1477,852,1.259778654089507,1.033583983031042
1,1209,697,0.41783182292744253,1.7121679962064373
5,1336,770,0.5969026041820608,4.621282793430586
2,1336,697,1.2063715789784806,4.812919945299563
3,1477,697,4.809778352645973,4.153185488045707
2,1336,697,1.2754866173574562,2.2556635252774715
*,1209,941,2.1519909677090086,3.3615041393410787
8,1336,852,4.0149554112877555,6.22349504676138
2,1336,697,2.704911274740812,2.0765927440228533
8,1336,852,0.7037167544041137,4.690397831809562
2,1336,697,3.785619147575701,0.6251769380643689
4,1209,770,2.1519909677090086,2.7269024233159405
9,1477,852,0.6314601233715484,3.6882297753144173
2,1336,697,5.570043774814703,2.981371428256714
4,1209,770,2.0765927440228533,5.679999517690346
2,1336,697,1.2126547642856602,3.6976545532751866
0,1336,941,3.663097034085699,1.7278759594743862
1,1209,697,4.55216775505161,4.118627968856219
*,1209,941,5.6328756278864995,6.066415414081891
7,1209,852,5.582610145429062,5.595176516043422
9,1477,852,2.233672376702343,3.587698810399544
2,1336,697,0.4680973053848792,0.3895574890451344
8,1336,852,2.296504229774139,5.249601324148545
8,1336,852,2.4253095285713204,0.7288494956328321
1,1209,697,2.4064599726497815,2.1205750411731104
8,1336,852,0.4084070449666731,2.0954422999443922
6,1477,770,0.2356194490192345,5.202477434344698
0,1336,941,6.2517693806436885,0.44610615680975063
9,1477,852,6.2517693806436885,0.14765485471872028
7,1209,852,2.629513051054657,2.400176787342602
*,1209,941,1.7907078125461822,1.8629644435787474
#,1477,941,0.471238898038469,6.063273821428301
0,1336,941,2.2148228207808045,1.3823007675795091
7,1209,852,3.826459852072368,2.7300440159695305
#,1477,941,0.053407075111026485,1.1749556524425826
2,1336,697,0.7602654221687299,6.176371156957534
#,1477,941,3.9426987802551907,0.10367255756846318
7,1209,852,4.7061057950775105,1.0901326507956584
9,1477,852,3.5814156250923643,0.2858849314766712
5,1336,770,2.456725455107218,2.7583183498518387
5,1336,770,1.1466813185602747,0.9267698328089891
9,1477,852,2.3279201563100367,4.809778352645973
0,1336,941,0.0471238898038469,1.9666370011472105
0,1336,941,3.559424476517236,3.826459852072368
1,1209,697,0.06283185307179587,1.7278759594743862
0,1336,941,0.2607521902479528,0.6911503837897546
0,1336,941,0.8293804605477054,0.2387610416728243
1,1209,697,0.6974335690969341,3.5845572177459544
5,1336,770,2.3184953783492674,2.7551767571982486
6,1477,770,1.5833626974092558,0.17907078125461823
5,1336,770,0.10681415022205297,0.08168140899333462
5,1336,770,3.452610326295183,2.343628119577986
*,1209,941,3.904999668412113,4.216017341117503
1,1209,697,2.8808404633418405,5.560618996853934
7,1209,852,0.1413716694115407,0.7194247176720626
3,1477,697,4.869468613064179,4.951150022057514
6,1477,770,2.2462387473167023,4.172035043967245
8,1336,852,2.309070600388498,4.165751858660066
9,1477,852,1.9477874452256718,2.786592683734147
*,1209,941,0.29530970943744056,0.7853981633974483
6,1477,770,3.8987164831049337,3.8987164831049337
6,1477,770,3.3960616585305665,4.527035013822892
8,1336,852,1.4011503235010478,0.43353978619539146
#,1477,941,3.4306191777200543,2.8054422396556853
2,1336,697,5.881061447520093,5.720840222187014
5,1336,770,5.614026071964961,2.6483626069761956
1,1209,697,0.5749114556069321,0.8890707209659116
7,1209,852,3.8987164831049337,1.9886281497223393
6,1477,770,2.3624776754995245,5.598318108697011
4,1209,770,2.0891591146372126,1.0681415022205296
4,1209,770,3.0787608005179976,5.903052596095222
#,1477,941,1.8001325905069516,1.8001325905069516
*,1209,941,1.624203401905923,3.480884660177491
5,1336,770,0.40526545231308336,0.4146902302738527
6,1477,770,2.7583183498518387,3.904999668412113
0,1336,941,2.8682740927274812,2.321636971002857
5,1336,770,5.004557097168541,5.240176546187775
4,1209,770,4.172035043967245,1.1498229112138643
3,1477,697,0.7445574589007811,1.8158405537749005
7,1209,852,5.5229198850108565,0.9676105373056564
0,1336,941,5.120796025351363,2.9562386870279953
#,1477,941,3.3363713981123606,2.5478316420613223
0,1336,941,1.4011503235010478,5.284158843338032
4,1209,770,1.5330972149518192,0.34871678454846705
9,1477,852,0.10367255756846318,0.6817256058289851
7,1209,852,0.4523893421169302,5.8245127797554765
9,1477,852,5.7868136679124,1.184380430403352
6,1477,770,4.401371307679301,0.8922123136195013
*,1209,941,0.3612831551628262,1.4231414720761764
3,1477,697,0.021991148575128554,3.311238656883642
*,1209,941,2.830574980884404,3.4054864364913358
1,1209,697,2.2902210444669593,4.549026162398021
5,1336,770,5.394114586213675,6.182654342264713
4,1209,770,0.9361946107697584,5.431813698056753
9,1477,852,6.034999487545993,2.0765927440228533
8,1336,852,1.9163715186897738,0.3361504139341079
3,1477,697,1.0618583169133502,0.6723008278682158
5,1336,770,4.605574830162637,1.3885839528866886
5,1336,770,0.2419026343264141,4.737521721613408
5,1336,770,0.13194689145077132,3.2138492846223587
0,1336,941,2.566681197982861,3.452610326295183
4,1209,770,0.04084070449666731,2.400176787342602
5,1336,770,1.1058406140636072,2.0294688542190067
7,1209,852,0.6597344572538566,3.7887607402292907
1,1209,697,4.7061057950775105,5.255884509455724
5,1336,770,3.666238626739289,1.6179202165987436
7,1209,852,4.423362456254429,1.884955592153876
2,1336,697,3.923849224333652,2.962521872335175
*,1209,941,5.340707511102648,0.669159235214626
9,1477,852,4.668406683234433,3.7007961459287766
2,1336,697,0.6785840131753954,6.006725153663685
7,1209,852,0.059690260418206076,2.723760830662351
*,1209,941,1.7907078125461822,5.145928766580082
7,1209,852,3.64738907081775,3.4274775850664647
*,1209,941,3.3866368805697973,4.09977841293468
#,1477,941,0.7445574589007811,1.4671237692264334
7,1209,852,0.3141592653589793,1.944645852572082
2,1336,697,4.360530603182633,0.6251769380643689
3,1477,697,3.4117696217985154,6.22663663941497
6,1477,770,5.042256209011618,4.379380159104172
8,1336,852,4.360530603182633,1.6084954386379742
8,1336,852,5.903052596095222,3.678804997353648
9,1477,852,5.686282702997526,5.249601324148545
8,1336,852,6.2517693806436885,4.7940703893780245
8,1336,852,0.025132741228718346,5.092521691469055
0,1336,941,4.9857075412470016,0.6660176425610361
7,1209,852,4.033804967209295,3.970973114137499
2,1336,697,1.2943361732789949,1.4702653618800232
0,1336,941,4.9857075412470016,6.23606141737574
3,1477,697,2.3656192681531145,1.837831702350029
9,1477,852,2.0106192982974678,1.2126547642856602
4,1209,770,2.9405307237600464,4.995132319207771
2,1336,697,3.7919023328828807,2.400176787342602
0,1336,941,4.627565978737765,2.2776546738526
9,1477,852,5.9564596712062485,3.6379642928569806
2,1336,697,4.7500880922277675,2.371902453460294
0,1336,941,3.766769591654162,1.0115928344559135
*,1209,941,1.1749556524425826,1.9666370011472105
7,1209,852,0.44610615680975063,4.680973053848792
4,1209,770,5.7868136679124,3.8798669271833948
2,1336,697,2.7174776453551712,5.108229654737004
9,1477,852,4.8600438351034105,2.0765927440228533
6,1477,770,3.9646899288303192,5.233893360880596
9,1477,852,3.0630528372500483,1.9886281497223393
*,1209,941,4.633849164044945,1.5268140296446395
8,1336,852,0.40526545231308336,2.261946710584651
6,1477,770,4.979424355939822,1.06499990956694
8,1336,852,6.198362305532662,2.3027874150813186
*,1209,941,1.5896458827164355,3.0661944299036383
9,1477,852,0.9110618695410401,1.0115928344559135
7,1209,852,4.948008429403925,5.372123437638547
4,1209,770,0.021991148575128554,0.5403539364174444
5,1336,770,2.4787166036823467,5.937610115284709
3,1477,697,0.8733627576979626,4.41707927094725
9,1477,852,3.659955441432109,5.290442028645212
7,1209,852,3.923849224333652,5.0516809869723875
0,1336,941,1.21579635693925,3.006504169485432
*,1209,941,0.08482300164692443,0.8168140899333463
#,1477,941,5.808804816487528,1.7749998492782333
4,1209,770,5.978450819781377,5.46951280989983
#,1477,941,3.515442179366979,0.10681415022205297
6,1477,770,2.0294688542190067,1.7153095888600272
9,1477,852,0.6440264939859076,2.9593802796815853
0,1336,941,5.664291554422397,1.156106096521044
1,1209,697,3.6285395148962114,3.025353725406971
2,1336,697,5.9564596712062485,4.266282823574939
5,1336,770,1.6524777357882312,3.116459912361075
7,1209,852,1.5613715488341273,0.7759733854366789
5,1336,770,1.322610507161303,0.2827433388230814
4,1209,770,2.004336112990288,5.959601263859838
*,1209,941,2.3750440461138838,4.756371277534947
0,1336,941,5.092521691469055,5.667433147075987
7,1209,852,0.3235840433197487,0.44610615680975063
7,1209,852,3.634822700203391,0.5089380098815465
5,1336,770,0.6848671984825749,0.5969026041820608
#,1477,941,2.8494245368059423,5.252742916802134
4,1209,770,2.3310617489636267,0.7665486074759096
#,1477,941,3.694512960621597,1.259778654089507
#,1477,941,4.580442088933919,5.9941587830493255
7,1209,852,0.9204866475018094,1.869247628885927
9,1477,852,5.855928706291374,2.8494245368059423
5,1336,770,6.041282672853172,6.24234460268292
5,1336,770,5.859070298944965,2.8965484266097894
1,1209,697,4.627565978737765,1.1906636157105317
#,1477,941,4.973141170632643,5.636017220540089
8,1336,852,2.1142918558659307,2.3184953783492674
7,1209,852,3.766769591654162,3.3992032511841566
4,1209,770,3.176150172779281,3.967831521483909
5,1336,770,6.220353454107791,0.5497787143782138
5,1336,770,4.746946499574178,4.6024332375090475
3,1477,697,2.5007077522574757,2.937389131106457
8,1336,852,6.022433116931634,1.002168056495144
7,1209,852,3.7322120724646743,1.247212283475148
3,1477,697,0.34243359924128747,4.1469023027385274
8,1336,852,2.8180086102700446,2.9845130209103035
3,1477,697,0.4586725274241098,1.9038051480754148
1,1209,697,3.113318319707485,3.03477850336774
3,1477,697,1.6744688843633597,2.0106192982974678
9,1477,852,1.6619025137490007,2.0860175219836226
*,1209,941,1.6147786239451538,4.539601384437251
0,1336,941,0.2356194490192345,3.34579617607313
5,1336,770,5.758539334030091,4.828627908567512
4,1209,770,0.07225663103256524,1.6304865872131027
*,1209,941,2.2148228207808045,1.1498229112138643
5,1336,770,6.1700879716503545,0.06283185307179587
2,1336,697,6.166946378996764,5.268450880070083
*,1209,941,6.041282672853172,1.7121679962064373
4,1209,770,0.7634070148223198,0.7005751617505239
5,1336,770,5.47579599520701,1.06499990956694
2,1336,697,2.3184953783492674,1.6210618092523335
8,1336,852,5.262167694762904,1.6147786239451538
2,1336,697,0.06283185307179587,3.8044687034972395
#,1477,941,0.6817256058289851,4.85690224244982
9,1477,852,1.8409732950036188,2.004336112990288
*,1209,941,4.910309317560847,2.645221014322606
0,1336,941,5.821371187101887,3.9772562994446785
4,1209,770,3.0756192078644076,1.624203401905923
9,1477,852,2.2556635252774715,2.5761059759436304
*,1209,941,1.7153095888600272,4.549026162398021
8,1336,852,4.527035013822892,5.039114616358028
2,1336,697,5.494645551128548,3.1573006168577424
8,1336,852,5.324999547834699,1.080707872834889
7,1209,852,1.8723892215395168,4.658981905273664
8,1336,852,2.098583892597982,2.830574980884404
#,1477,941,5.592034923389832,5.409822549481624
1,1209,697,3.3206634348444117,1.0084512418023237
